áYâú (826)-A2,,,,
äOãCâ∑[Åé],ñ@ê¸ñ íºíBì˙éÀó (Watanabe)[MJ/hm2],êÖïΩñ ìVãÛì˙éÀó (Watanabe)[MJ/hm2],ëæózçÇìxäp[Åã],ëæózï˚à äp[Åã]
15.3,0.01,0.01,0,0
15.1,0.13,0.14,9.8,-67.1
15.4,0.11,0.32,21.8,-58.5
15.3,0.12,0.49,32.5,-47.6
16.3,0.39,0.85,41.2,-33.1
17,1.8,0.77,46.6,-14.5
17.2,0.69,1.03,47.5,6.8
16.9,1.45,0.83,43.6,26.7
16.7,0.27,0.68,36,42.8
16.3,0.3,0.49,25.9,54.9
15,0.13,0.21,14.3,64.2
14.6,0.07,0.04,1.9,71.7
14.2,0,0,0,0
14.2,0,0,0,0
14.6,0,0,0,0
14.2,0,0,0,0
14.7,0,0,0,0
14.6,0,0,0,0
14.6,0,0,0,0
14.4,0,0,0,0
14.8,0,0,0,0
14.8,0,0,0,0
14.5,0,0,0,0
14.9,0,0,0,0
14.5,0.01,0.01,0,0
14.8,0.16,0.14,10,-67.4
16.1,1.01,0.43,21.9,-58.8
16.2,0.1,0.45,32.7,-47.9
16.4,0.15,0.68,41.4,-33.4
18,0.07,0.68,46.9,-14.6
18.2,0.09,0.68,47.9,6.8
17.6,0.14,0.73,43.9,26.9
18.8,0.46,0.76,36.2,43
18.8,0.1,0.36,26.1,55.1
16.8,0.03,0.1,14.5,64.4
15.3,0.01,0.02,2.1,72
14.9,0,0,0,0
14.9,0,0,0,0
14.4,0,0,0,0
13.5,0,0,0,0
13.4,0,0,0,0
13.4,0,0,0,0
12.8,0,0,0,0
12.5,0,0,0,0
12.3,0,0,0,0
12.2,0,0,0,0
12.3,0,0,0,0
12.4,0,0,0,0
11.7,0.01,0.01,0,0
11.6,0.17,0.15,10.2,-67.6
11.8,1.31,0.41,22.1,-59.1
12.5,0.59,0.69,32.9,-48.1
11.6,0.44,0.87,41.7,-33.6
12.2,1.01,1,47.2,-14.7
12.4,1.01,1.02,48.2,6.9
12.2,0.32,0.88,44.2,27.1
11.4,0.79,0.78,36.5,43.2
10.8,0.96,0.54,26.3,55.4
10.7,0.23,0.24,14.7,64.7
10.1,0.13,0.04,2.2,72.2
9.7,0,0,0,0
9.6,0,0,0,0
9.9,0,0,0,0
9.7,0,0,0,0
9.6,0,0,0,0
9.7,0,0,0,0
10,0,0,0,0
9.7,0,0,0,0
10.1,0,0,0,0
10,0,0,0,0
10.2,0,0,0,0
10.2,0,0,0,0
10.4,0.01,0.01,0,0
10.7,0.18,0.15,10.3,-67.9
11.5,0.35,0.42,22.3,-59.4
11.6,0.11,0.5,33.1,-48.4
12.6,0.11,0.64,42,-33.8
13.6,0.7,1.03,47.6,-14.8
13.8,0.69,1.04,48.5,6.9
13.5,0.52,0.95,44.5,27.3
14.1,0.38,0.75,36.7,43.5
13.8,1.14,0.52,26.5,55.6
13.2,0.11,0.21,14.9,65
12.3,0.13,0.04,2.4,72.5
12,0,0,0,0
11.4,0,0,0,0
11.5,0,0,0,0
12.4,0,0,0,0
12,0,0,0,0
13,0,0,0,0
13.2,0,0,0,0
13,0,0,0,0
13.3,0,0,0,0
13.7,0,0,0,0
14,0,0,0,0
14.2,0,0,0,0
14.9,0.01,0.01,0,0
14.7,0.06,0.12,10.5,-68.2
14.7,0.05,0.27,22.5,-59.7
15,0.07,0.41,33.4,-48.7
14.6,0.05,0.41,42.3,-34.1
15.1,0,0.5,47.9,-15
15.3,0.05,0.47,48.8,6.9
16.2,0,0.31,44.8,27.5
16.5,0.03,0.35,37,43.7
16.7,0.07,0.32,26.7,55.9
16.7,0.06,0.17,15.1,65.2
17.2,0.07,0.04,2.6,72.8
17.1,0,0,0,0
17.3,0,0,0,0
18,0,0,0,0
18.5,0,0,0,0
18.6,0,0,0,0
18.8,0,0,0,0
18.4,0,0,0,0
16.4,0,0,0,0
15.2,0,0,0,0
14.4,0,0,0,0
14.6,0,0,0,0
14.1,0,0,0,0
13.2,0.01,0.01,0,0
13.7,0.09,0.14,10.7,-68.5
14,0.1,0.32,22.7,-59.9
14.4,0.09,0.5,33.6,-49
14.9,0.35,0.86,42.6,-34.3
15.5,0.34,0.97,48.2,-15.1
15.2,1.11,1.02,49.1,7
15.6,0.63,0.97,45.1,27.7
15.6,0.35,0.75,37.2,44
13.8,0.09,0.38,26.9,56.2
13.4,0.09,0.2,15.2,65.5
12.8,0.13,0.04,2.7,73.1
12.8,0,0,0,0
12.6,0,0,0,0
12.6,0,0,0,0
12.6,0,0,0,0
12.5,0,0,0,0
12.5,0,0,0,0
12.2,0,0,0,0
12.7,0,0,0,0
12.9,0,0,0,0
13.2,0,0,0,0
13.5,0,0,0,0
13.3,0,0,0,0
12.7,0.01,0.02,0,0
13,0.84,0.2,10.8,-68.8
14.8,0.74,0.47,22.9,-60.2
13.7,0.31,0.66,33.9,-49.2
14.5,0.31,0.84,42.8,-34.5
14.3,0.53,1.04,48.5,-15.2
16,1.73,0.84,49.5,7.1
16.2,2.06,0.66,45.4,27.9
15.4,2.41,0.42,37.5,44.3
15,2.21,0.34,27.2,56.5
14.4,1.62,0.24,15.4,65.8
12.8,0.95,0.05,2.9,73.4
11.9,0,0,0,0
11.8,0,0,0,0
12.8,0,0,0,0
12.4,0,0,0,0
13.2,0,0,0,0
12.8,0,0,0,0
13,0,0,0,0
12.5,0,0,0,0
11.8,0,0,0,0
12,0,0,0,0
12.1,0,0,0,0
12.2,0,0,0,0
12.4,0.01,0.02,0,0
13.2,0.58,0.21,11,-69.1
14,0.38,0.45,23.1,-60.5
15.2,0.25,0.64,34.1,-49.5
16.9,0.07,0.63,43.1,-34.7
15.2,0.1,0.7,48.8,-15.3
16.9,0.23,0.92,49.8,7.1
17.3,0.47,0.96,45.7,28.1
16.4,0.09,0.54,37.7,44.6
16.1,0.1,0.38,27.4,56.8
15.8,0.09,0.2,15.6,66.1
15.4,0.14,0.04,3,73.7
15.9,0,0,0,0
16.2,0,0,0,0
16.2,0,0,0,0
16.4,0,0,0,0
16.4,0,0,0,0
16.5,0,0,0,0
16.8,0,0,0,0
17.2,0,0,0,0
17.1,0,0,0,0
16.9,0,0,0,0
17.3,0,0,0,0
17.2,0,0,0,0
17.1,0.01,0.01,0,0
16.3,0.04,0.1,11.2,-69.4
15.7,0.06,0.27,23.3,-60.8
16,0.06,0.42,34.4,-49.8
16.4,0.06,0.55,43.4,-35
16,0.04,0.65,49.2,-15.4
15.7,0.06,0.64,50.1,7.2
15.3,0.05,0.59,46,28.3
15.1,0.05,0.49,38,44.8
15,0.05,0.33,27.6,57.1
14.6,0.05,0.18,15.8,66.4
14,0.12,0.04,3.2,74
13.8,0,0,0,0
13.6,0,0,0,0
13.5,0,0,0,0
13.3,0,0,0,0
13,0,0,0,0
12.8,0,0,0,0
12.2,0,0,0,0
12.8,0,0,0,0
12.5,0,0,0,0
12.6,0,0,0,0
12.6,0,0,0,0
12.8,0,0,0,0
12.7,0.01,0.01,0,0
12.7,0.07,0.13,11.4,-69.7
13.2,0.05,0.29,23.6,-61.1
13.4,0.13,0.53,34.6,-50.1
15.3,0.1,0.68,43.7,-35.2
15.4,0.05,0.66,49.5,-15.5
15,0.07,0.64,50.5,7.3
14.1,0.06,0.6,46.3,28.5
13.9,0.06,0.49,38.3,45.1
14.2,0.05,0.34,27.8,57.4
13.4,0.06,0.18,16,66.7
13,0.1,0.04,3.3,74.3
12.9,0,0,0,0
12.8,0,0,0,0
12.9,0,0,0,0
12.8,0,0,0,0
12.8,0,0,0,0
12.8,0,0,0,0
12.8,0,0,0,0
12.1,0,0,0,0
12.7,0,0,0,0
12.8,0,0,0,0
12.9,0,0,0,0
13.1,0,0,0,0
12.5,0.01,0.01,0,0
11.5,0.05,0.12,11.6,-70
11.3,0.04,0.23,23.8,-61.4
12,0.07,0.49,34.9,-50.4
14.1,0.42,0.91,44,-35.4
13.7,0.09,0.67,49.9,-15.6
13.8,0.06,0.68,50.8,7.4
14.5,0.14,0.73,46.6,28.8
14.8,0.21,0.7,38.5,45.4
14.8,0.06,0.37,28,57.7
13.9,0.07,0.2,16.1,67
13.8,0.08,0.04,3.5,74.6
13.7,0,0,0,0
13.6,0,0,0,0
12.7,0,0,0,0
12.7,0,0,0,0
12.7,0,0,0,0
13.3,0,0,0,0
14.2,0,0,0,0
14.3,0,0,0,0
14.5,0,0,0,0
14.3,0,0,0,0
14.4,0,0,0,0
14.4,0,0,0,0
14.2,0.01,0.01,0,0
15,0.06,0.14,11.8,-70.3
14.8,0.06,0.29,24,-61.7
15.8,0.2,0.61,35.1,-50.6
17.5,0.06,0.58,44.3,-35.7
16.8,0.04,0.68,50.2,-15.8
17.1,0.02,0.52,51.2,7.5
16.8,0.02,0.47,46.9,29
16.5,0.05,0.5,38.8,45.7
16.9,0.07,0.34,28.2,58
16.5,0.06,0.19,16.3,67.4
15.1,0.07,0.04,3.6,74.9
14.8,0,0,0,0
14.7,0,0,0,0
15.2,0,0,0,0
14.9,0,0,0,0
15,0,0,0,0
15.1,0,0,0,0
15.5,0,0,0,0
15.7,0,0,0,0
15.7,0,0,0,0
15.8,0,0,0,0
15.7,0,0,0,0
15.5,0,0,0,0
15.5,0.01,0.01,0,0
16.1,0.01,0.08,12,-70.6
16.7,0.09,0.32,24.2,-62
17.5,0.13,0.55,35.4,-50.9
18.5,0.2,0.79,44.6,-35.9
18.4,0.41,1.04,50.5,-15.9
19.3,0.05,0.7,51.5,7.6
18.7,0.05,0.66,47.2,29.3
18.5,0.06,0.53,39,46.1
18.4,0.07,0.37,28.4,58.4
17.8,0.08,0.2,16.5,67.7
17.8,0.11,0.05,3.8,75.2
17.6,0,0,0,0
17.6,0,0,0,0
17.7,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.3,0,0,0,0
17.8,0,0,0,0
17.8,0,0,0,0
17.1,0,0,0,0
16,0,0,0,0
15.5,0.01,0.02,0,0
16,0.03,0.1,12.2,-70.9
16.8,0.04,0.24,24.5,-62.3
17.2,0.07,0.46,35.7,-51.2
17.7,0.06,0.59,45,-36.2
18,0.04,0.51,50.9,-16
17.9,0.02,0.53,51.9,7.7
18,0.05,0.63,47.6,29.6
17.3,0.06,0.52,39.3,46.4
17.7,0.53,0.59,28.6,58.7
18.1,0.07,0.2,16.6,68
17.4,0.11,0.05,3.9,75.6
16.9,0,0,0,0
15.8,0,0,0,0
15.9,0,0,0,0
15.4,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
14.2,0,0,0,0
14.2,0,0,0,0
14,0,0,0,0
13.7,0,0,0,0
13.2,0,0,0,0
12.1,0,0,0,0
11.9,0.04,0.03,0,0
12,0.17,0.19,12.4,-71.2
12.6,0.23,0.43,24.7,-62.6
13.2,0.81,0.77,35.9,-51.5
13.5,0.8,0.97,45.3,-36.4
14.4,1.6,0.91,51.3,-16.1
14.1,1,1.09,52.2,7.8
14.7,0.45,1,47.9,29.8
15.6,0.77,0.85,39.5,46.7
13.5,1.21,0.56,28.8,59
13.1,0.83,0.33,16.8,68.3
11.8,0.19,0.06,4.1,75.9
11.4,0,0,0,0
11.7,0,0,0,0
11.6,0,0,0,0
11.6,0,0,0,0
11.7,0,0,0,0
11.6,0,0,0,0
10.8,0,0,0,0
10,0,0,0,0
10.5,0,0,0,0
10.9,0,0,0,0
10.8,0,0,0,0
9.7,0,0,0,0
11.2,0.08,0.04,0,0
11.6,0.46,0.23,12.6,-71.5
13.1,1.94,0.36,24.9,-62.9
13.8,2.24,0.46,36.2,-51.8
15.4,2.64,0.43,45.6,-36.7
15.1,2.68,0.46,51.6,-16.2
14.6,2.68,0.48,52.6,7.9
15.7,2.67,0.44,48.2,30.1
16,2.59,0.39,39.8,47.1
16.2,2.42,0.31,29,59.4
15.5,1.9,0.23,17,68.7
14.5,0.6,0.07,4.2,76.2
13.7,0,0,0,0
13.2,0,0,0,0
13.8,0,0,0,0
14.2,0,0,0,0
13.3,0,0,0,0
13.3,0,0,0,0
13.3,0,0,0,0
13.3,0,0,0,0
13.7,0,0,0,0
13.8,0,0,0,0
13.9,0,0,0,0
14.7,0,0,0,0
15,0.01,0.02,0,0
15.4,0.19,0.2,12.8,-71.8
17.1,0.25,0.45,25.2,-63.2
18.1,1.13,0.74,36.5,-52.1
18.4,0.67,0.99,45.9,-36.9
18.8,1.4,0.99,52,-16.3
20,0.35,1.06,52.9,8
18.4,0.08,0.74,48.5,30.4
18.5,0.09,0.61,40,47.4
18.5,0.1,0.43,29.2,59.7
18.4,0.11,0.23,17.2,69
18,0.12,0.05,4.4,76.6
18.1,0,0,0,0
18.1,0,0,0,0
18.2,0,0,0,0
18,0,0,0,0
18,0,0,0,0
18.4,0,0,0,0
18.8,0,0,0,0
18.7,0,0,0,0
18.8,0,0,0,0
18.3,0,0,0,0
18,0,0,0,0
17.8,0,0,0,0
17.6,0.01,0.02,0.1,-79.3
17.8,0.06,0.14,13,-72.1
17.4,0.07,0.31,25.4,-63.5
16.8,0.04,0.34,36.8,-52.4
16.4,0.05,0.46,46.2,-37.1
15.2,0.08,0.65,52.3,-16.4
14.9,0.07,0.67,53.3,8.2
14.5,0.05,0.63,48.8,30.7
14.7,0.06,0.5,40.3,47.8
14.5,0.05,0.36,29.4,60.1
14.9,0.06,0.2,17.3,69.4
14.6,0.08,0.05,4.5,76.9
14.3,0,0,0,0
14,0,0,0,0
13.8,0,0,0,0
13.6,0,0,0,0
13,0,0,0,0
13,0,0,0,0
13.1,0,0,0,0
13,0,0,0,0
12.9,0,0,0,0
13.2,0,0,0,0
13.3,0,0,0,0
13.5,0,0,0,0
13.6,0.01,0.02,0.3,-79.6
13.7,0.06,0.14,13.2,-72.4
13.8,0.05,0.32,25.7,-63.8
14,0.07,0.47,37.1,-52.7
13.6,0.05,0.6,46.6,-37.4
14.9,0.05,0.69,52.7,-16.5
13.5,0.07,0.68,53.7,8.3
12.5,0.05,0.64,49.1,31
12.9,0.07,0.51,40.5,48.1
13.2,0.11,0.43,29.6,60.4
12.7,0.1,0.23,17.5,69.7
12.7,0.07,0.05,4.7,77.3
12.9,0,0,0,0
12.8,0,0,0,0
12.8,0,0,0,0
12.9,0,0,0,0
12.7,0,0,0,0
12.5,0,0,0,0
12.2,0,0,0,0
12,0,0,0,0
11.8,0,0,0,0
12.1,0,0,0,0
11.7,0,0,0,0
12.1,0,0,0,0
11.5,0.04,0.03,0.5,-79.9
12.1,0.07,0.16,13.5,-72.7
12.6,0.08,0.32,25.9,-64.1
13.9,0.13,0.59,37.4,-53
11.9,0.05,0.64,46.9,-37.6
12.6,0.07,0.7,53.1,-16.6
13,0.07,0.73,54,8.5
14,0.05,0.68,49.4,31.3
13.8,0.08,0.54,40.8,48.5
13.8,0.33,0.58,29.8,60.8
12.8,0.44,0.33,17.7,70.1
12.7,0.1,0.05,4.8,77.6
12.7,0,0,0,0
12.6,0,0,0,0
12.7,0,0,0,0
12.9,0,0,0,0
12.8,0,0,0,0
12.8,0,0,0,0
12.5,0,0,0,0
12.6,0,0,0,0
12.3,0,0,0,0
12.3,0,0,0,0
12.7,0,0,0,0
12.8,0,0,0,0
12.6,0.04,0.03,0.7,-80.2
13,0.3,0.23,13.7,-73
13.3,0.16,0.42,26.2,-64.4
13.8,0.26,0.71,37.6,-53.3
16,1.4,0.9,47.2,-37.9
15.2,0.14,0.91,53.4,-16.6
15.1,0.11,0.81,54.4,8.6
15.9,1.14,1.01,49.7,31.7
15.7,0.7,0.88,41,48.9
15,0.1,0.43,30,61.2
14.2,0.11,0.24,17.8,70.4
14.1,0.12,0.06,4.9,78
14.2,0,0,0,0
14.1,0,0,0,0
13.8,0,0,0,0
14.1,0,0,0,0
14.4,0,0,0,0
14.2,0,0,0,0
14.5,0,0,0,0
14.4,0,0,0,0
14.3,0,0,0,0
14.2,0,0,0,0
14.3,0,0,0,0
14.1,0,0,0,0
14.1,0,0.01,0.9,-80.5
14,0.02,0.09,13.9,-73.3
14.5,0.03,0.25,26.4,-64.7
14.8,0.05,0.35,37.9,-53.6
14.6,0.02,0.31,47.6,-38.2
14.2,0.05,0.31,53.8,-16.7
14.8,0.05,0.32,54.8,8.8
14.7,0,0.33,50,32
14.6,0,0.29,41.3,49.3
14.9,0,0.21,30.2,61.6
14.4,0.01,0.12,18,70.8
14.1,0.01,0.03,5.1,78.3
14.2,0,0,0,0
14.1,0,0,0,0
14,0,0,0,0
13.7,0,0,0,0
14,0,0,0,0
13.9,0,0,0,0
14.1,0,0,0,0
14.3,0,0,0,0
14.8,0,0,0,0
15.5,0,0,0,0
16.1,0,0,0,0
16.6,0,0,0,0
17.1,0.01,0.02,1.1,-80.8
16.5,0.05,0.14,14.2,-73.6
16.3,0.09,0.35,26.7,-65.1
16.7,0.21,0.7,38.2,-53.9
18.1,0.2,0.85,47.9,-38.4
17.6,0.13,0.86,54.2,-16.8
18.7,0.12,0.88,55.1,9
18.5,0.32,0.98,50.3,32.4
18.5,0.09,0.56,41.5,49.7
18.5,0.34,0.59,30.4,61.9
18.1,0.08,0.23,18.1,71.1
17.7,0.1,0.06,5.2,78.7
17.2,0,0,0,0
17.5,0,0,0,0
17.1,0,0,0,0
17.2,0,0,0,0
17,0,0,0,0
16.7,0,0,0,0
16.8,0,0,0,0
16.5,0,0,0,0
16.4,0,0,0,0
16.2,0,0,0,0
16.1,0,0,0,0
15.9,0,0,0,0
16,0.08,0.04,1.3,-81.1
16.2,0.11,0.19,14.4,-73.9
16.6,0.1,0.37,26.9,-65.4
16.4,0.08,0.56,38.5,-54.2
17.2,0.08,0.7,48.3,-38.7
17,0.23,0.99,54.6,-16.9
17.7,0.23,1.02,55.5,9.1
16.9,0.15,0.84,50.7,32.7
17.5,1.37,0.8,41.8,50
17.8,1.37,0.58,30.6,62.3
16.6,0.1,0.25,18.3,71.5
15.7,0.09,0.06,5.3,79
15.1,0,0,0,0
15.3,0,0,0,0
15.9,0,0,0,0
14.8,0,0,0,0
14.8,0,0,0,0
14.9,0,0,0,0
14.6,0,0,0,0
14.3,0,0,0,0
14.1,0,0,0,0
13.8,0,0,0,0
13.4,0,0,0,0
13.8,0,0,0,0
13.6,0.05,0.03,1.5,-81.5
13.6,0.06,0.16,14.6,-74.3
14.2,0.03,0.24,27.2,-65.7
14.1,0.01,0.4,38.8,-54.5
15.4,0.05,0.63,48.6,-38.9
14.8,0.05,0.7,55,-17
15.7,0.04,0.73,55.9,9.3
15.3,0.05,0.65,51,33.1
16.2,0.05,0.53,42,50.5
15.5,0.05,0.38,30.8,62.7
15.1,0.06,0.22,18.4,71.9
15.3,0.07,0.05,5.5,79.4
14.9,0,0,0,0
15,0,0,0,0
15.1,0,0,0,0
15.1,0,0,0,0
14.2,0,0,0,0
14.5,0,0,0,0
14.7,0,0,0,0
14.3,0,0,0,0
13.4,0,0,0,0
13.6,0,0,0,0
13.4,0,0,0,0
13.6,0,0,0,0
13.3,0.01,0.02,1.8,-81.8
13.1,0.04,0.14,14.9,-74.6
13.5,0.06,0.33,27.5,-66
13.7,0.01,0.38,39.1,-54.9
13.2,0,0.33,49,-39.2
13.5,0.02,0.54,55.3,-17.1
13.6,0.08,0.68,56.2,9.5
13.9,0,0.52,51.3,33.5
13.7,0.04,0.4,42.2,50.9
13.5,0.02,0.32,31,63.1
13.3,0.01,0.13,18.6,72.3
13.2,0.01,0.04,5.6,79.8
12.8,0,0,0,0
12.8,0,0,0,0
12.9,0,0,0,0
12.8,0,0,0,0
12.6,0,0,0,0
12,0,0,0,0
12,0,0,0,0
12.2,0,0,0,0
11.9,0,0,0,0
11.9,0,0,0,0
11.7,0,0,0,0
11.6,0,0,0,0
11.4,0.05,0.03,2,-82.1
11.5,0.06,0.17,15.1,-74.9
12.1,0.06,0.34,27.7,-66.3
12.4,0.06,0.5,39.4,-55.2
11.6,0.03,0.48,49.3,-39.5
11.2,0.03,0.55,55.7,-17.2
11.6,0.09,0.69,56.6,9.7
11.9,0.05,0.67,51.6,33.8
11.6,0.06,0.54,42.5,51.3
12.3,0.06,0.38,31.2,63.5
11.9,0.09,0.25,18.8,72.6
11.4,0.06,0.05,5.7,80.1
11.2,0,0,0,0
11.1,0,0,0,0
11.2,0,0,0,0
11,0,0,0,0
11,0,0,0,0
10.9,0,0,0,0
10.7,0,0,0,0
10.7,0,0,0,0
10.8,0,0,0,0
10.7,0,0,0,0
10.9,0,0,0,0
11,0,0,0,0
10.9,0.13,0.04,2.2,-82.4
11.2,0.17,0.23,15.3,-75.2
12.1,0.13,0.41,28,-66.7
12.2,0.19,0.69,39.7,-55.5
13.3,0.72,1.06,49.7,-39.7
13.7,0.93,1.16,56.1,-17.3
14.1,0.69,1.2,57,9.9
14.7,1.48,0.95,51.9,34.2
14.7,0.26,0.82,42.7,51.7
12.5,0.53,0.65,31.4,63.9
12.7,0.17,0.3,18.9,73
11.5,0.14,0.07,5.9,80.5
11.2,0,0,0,0
11.2,0,0,0,0
11.1,0,0,0,0
10.6,0,0,0,0
10.4,0,0,0,0
10.3,0,0,0,0
9.9,0,0,0,0
10.5,0,0,0,0
10.8,0,0,0,0
10.8,0,0,0,0
10.9,0,0,0,0
10.9,0,0,0,0
10.9,0.2,0.05,2.4,-82.7
12.1,0.28,0.27,15.6,-75.5
12.4,0.89,0.58,28.3,-67
13.2,1.31,0.77,40,-55.8
14.3,0.83,1.06,50,-40
14.1,0.79,1.19,56.5,-17.4
14.6,1.02,1.17,57.4,10.2
14.7,1.98,0.77,52.2,34.6
14.3,0.98,0.9,42.9,52.1
14.8,0.75,0.66,31.5,64.3
13.4,0.23,0.32,19.1,73.4
12.8,0.29,0.1,6,80.9
12.4,0,0,0,0
12.5,0,0,0,0
12.4,0,0,0,0
12.6,0,0,0,0
12,0,0,0,0
11.7,0,0,0,0
11.3,0,0,0,0
11.2,0,0,0,0
11.2,0,0,0,0
11.1,0,0,0,0
10.5,0,0,0,0
10.7,0,0,0,0
10.9,0.21,0.05,2.7,-83.1
11.6,0.6,0.31,15.8,-75.8
12.9,0.85,0.59,28.5,-67.3
13.9,0.85,0.86,40.3,-56.2
14.6,0.78,1.07,50.4,-40.3
14.5,1.24,1.11,56.9,-17.4
14,0.43,1.17,57.7,10.4
13.6,1.28,1.02,52.5,35
14.5,0.99,0.9,43.2,52.6
13.7,0.56,0.66,31.7,64.7
13.6,0.16,0.3,19.2,73.8
12.6,0.19,0.09,6.1,81.2
11.6,0,0,0,0
11.6,0,0,0,0
11.4,0,0,0,0
11.5,0,0,0,0
12.1,0,0,0,0
11.5,0,0,0,0
11.5,0,0,0,0
11.1,0,0,0,0
12.1,0,0,0,0
12.7,0,0,0,0
11.4,0,0,0,0
11.5,0,0,0,0
12.3,0.31,0.05,2.9,-83.4
13.6,1.38,0.28,16.1,-76.2
15.4,2.04,0.39,28.8,-67.6
15.6,0.91,0.86,40.6,-56.5
16,0.19,0.89,50.7,-40.6
16.2,0.54,1.19,57.3,-17.5
15.9,0.13,0.89,58.1,10.6
15.8,0.4,1.07,52.8,35.5
16.1,0.13,0.68,43.4,53
15.6,0.13,0.5,31.9,65.1
15.6,0.41,0.37,19.3,74.2
14.3,0.21,0.09,6.3,81.6
13.5,0,0,0,0
13.7,0,0,0,0
13.4,0,0,0,0
13.6,0,0,0,0
13.8,0,0,0,0
13.5,0,0,0,0
13.4,0,0,0,0
13.7,0,0,0,0
13.2,0,0,0,0
13.3,0,0,0,0
13.5,0,0,0,0
13.1,0,0,0,0
13.2,1.37,0.05,3.1,-83.7
15,1.85,0.23,16.3,-76.5
16.2,2.48,0.29,29.1,-68
17.1,2.66,0.36,40.9,-56.8
17.7,2.73,0.42,51.1,-40.8
18.2,2.75,0.47,57.7,-17.6
18.4,2.75,0.47,58.5,10.9
18.2,2.72,0.45,53.1,35.9
17.7,2.68,0.39,43.6,53.5
17.2,2.54,0.31,32.1,65.6
16.4,2.12,0.23,19.5,74.6
14.8,1.12,0.11,6.4,82
13.8,0,0,0,0
14,0,0,0,0
14,0,0,0,0
13.6,0,0,0,0
13.7,0,0,0,0
13.3,0,0,0,0
13.2,0,0,0,0
13.3,0,0,0,0
13.2,0,0,0,0
13.5,0,0,0,0
13.8,0,0,0,0
13.7,0,0,0,0
13.6,0.32,0.05,3.4,-84
16.1,1.52,0.27,16.6,-76.8
17.7,2.05,0.4,29.3,-68.3
17.7,0.14,0.67,41.3,-57.1
18.4,0.31,1,51.4,-41.1
19.5,0.71,1.22,58.1,-17.7
20.2,0.19,1.04,58.9,11.1
19.8,0.55,1.12,53.4,36.3
19.9,0.41,0.9,43.9,53.9
19.1,0.85,0.68,32.2,66
19,0.23,0.33,19.6,75
17.6,0.15,0.09,6.5,82.4
16.8,0,0,0,0
16.8,0,0,0,0
17,0,0,0,0
17.4,0,0,0,0
17.6,0,0,0,0
16.8,0,0,0,0
17,0,0,0,0
16.4,0,0,0,0
16.2,0,0,0,0
16.1,0,0,0,0
16.2,0,0,0,0
15.6,0,0,0,0
15.6,0.08,0.04,3.6,-84.3
15.1,0.12,0.23,16.8,-77.1
15.3,0.57,0.61,29.6,-68.6
16.8,0.5,0.87,41.6,-57.5
16.5,2,0.75,51.8,-41.4
17.3,1.64,0.99,58.5,-17.8
16.9,1.63,1,59.2,11.4
15.9,2,0.77,53.7,36.8
14.9,0.63,0.94,44.1,54.4
15,1.54,0.57,32.4,66.4
14,1.25,0.36,19.8,75.4
12.5,0.48,0.12,6.6,82.8
12.2,0,0,0,0
12.3,0,0,0,0
12.3,0,0,0,0
12,0,0,0,0
12.1,0,0,0,0
11.6,0,0,0,0
11.6,0,0,0,0
12,0,0,0,0
12.6,0,0,0,0
12.3,0,0,0,0
12.3,0,0,0,0
12.6,0,0,0,0
12.3,0.39,0.06,3.9,-84.7
13.5,0.65,0.33,17.1,-77.5
14.2,2.07,0.41,29.9,-69
15.3,1.56,0.75,41.9,-57.8
16.1,2.2,0.67,52.1,-41.7
15.6,2.21,0.74,58.9,-17.9
17,2.6,0.55,59.6,11.6
16.6,2.6,0.5,54,37.2
16.5,2.55,0.43,44.3,54.8
16.2,2.4,0.35,32.6,66.8
15.5,1.82,0.29,19.9,75.8
15,0.52,0.12,6.8,83.1
14.5,0,0,0,0
14.6,0,0,0,0
14.8,0,0,0,0
15.4,0,0,0,0
14.5,0,0,0,0
14.3,0,0,0,0
14.6,0,0,0,0
15,0,0,0,0
14.9,0,0,0,0
15.1,0,0,0,0
15,0,0,0,0
15.1,0,0,0,0
15.2,0.26,0.06,4.1,-85
16.5,0.95,0.33,17.3,-77.8
18.3,2.12,0.4,30.2,-69.3
18.7,0.32,0.84,42.2,-58.2
19.1,1.52,0.95,52.5,-42
19.6,0.6,1.22,59.3,-17.9
18.8,0.17,0.99,60,11.9
19.2,1.27,1.05,54.3,37.7
20,0.61,0.95,44.5,55.3
19.9,1.58,0.57,32.8,67.3
18.9,0.76,0.4,20.1,76.2
18.2,0.28,0.11,6.9,83.5
17.1,0,0,0,0
16.9,0,0,0,0
16.7,0,0,0,0
16.7,0,0,0,0
17.2,0,0,0,0
17,0,0,0,0
17.1,0,0,0,0
17.1,0,0,0,0
17.5,0,0,0,0
17.4,0,0,0,0
17.5,0,0,0,0
17.6,0,0,0,0
17.6,0.07,0.05,4.3,-85.3
18.5,0.17,0.27,17.6,-78.1
18.9,0.05,0.38,30.4,-69.7
18.1,0.06,0.54,42.5,-58.5
17.1,0.05,0.49,52.8,-42.3
17.2,0.07,0.53,59.7,-18
17.5,0.05,0.77,60.4,12.2
17.2,0.06,0.69,54.6,38.2
17.3,0.05,0.58,44.7,55.8
16.8,0.06,0.41,32.9,67.7
16.6,0.07,0.23,20.2,76.6
16.3,0.06,0.07,7,83.9
16.2,0,0,0,0
16.3,0,0,0,0
